-0.0413305	-0.0294314	0.998712
-0.0735949	0.192282	-0.978576
-0.729917	-0.572165	0.373962
0.268334	-0.0210848	-0.963095
0.408593	-0.0670377	0.910252
-0.0030061	0.0481546	0.998835
-0.0696455	-0.0987974	-0.992667
0.924216	-0.285818	-0.253244
-0.096466	-0.00923652	0.995293
0.236024	-0.648622	-0.72359
-0.364217	0.33758	0.867978
0.0204767	-0.180559	-0.983351
-0.499438	0.381818	-0.777674
-0.796745	-0.548217	-0.254274
0.505817	0.0382556	-0.861792
0.325863	0.882284	-0.339688
0.559214	-0.828906	-0.0139104
-0.942177	-0.298001	0.153292
0.724688	-0.679802	-0.112681
-0.302	0.33711	-0.891714
-0.446594	-0.810166	-0.379716
0.570046	-0.633699	0.522946
-0.455568	-0.289069	-0.84196
0.272334	-0.190103	0.943237
0.454324	-0.655609	-0.603131
0.44224	-0.492731	0.749426
0.640508	-0.648035	-0.412067
0.359808	0.65741	0.66208
-0.582842	0.332983	-0.741227
0.605738	-0.765471	0.217109
-0.128082	-0.0915484	0.987529
0.951678	0.252702	0.1745
-0.912446	-0.309547	-0.267625
0.779404	-0.587277	0.218257
0.516669	0.5235	0.677496
-0.133551	0.58488	-0.800049
0.35164	-0.298773	0.887178
0.741621	0.667283	0.0687862
0.0669947	-0.011421	0.997688
-0.467186	-0.268584	-0.842378
-0.142066	-0.976943	0.159373
0.907782	0.284365	-0.308331
0.554123	0.325712	0.766067
0.690784	-0.72304	-0.00560154
0.754401	-0.067998	-0.652883
0.880137	-0.397086	-0.260156
0.0140458	-0.0864714	-0.996155
0.844127	0.147447	0.515469
-0.222095	-0.0927706	-0.970602
0.0434261	-0.836076	-0.546893
0.055935	0.132882	0.989552
-0.239971	0.0258809	0.970435
0.309232	0.89713	-0.315491
-0.482998	-0.169286	0.859101
-0.310049	-0.290613	0.905215
0.886474	-0.0562916	0.459341
-0.103702	-0.0628054	0.992624
0.821906	-0.273209	-0.499827
-0.0257525	0.537878	-0.842629
0.324365	0.615634	0.71818
-0.310517	-0.0911939	0.946184
0.398112	-0.748251	0.530686
0.391882	0.20917	-0.895922
-0.544481	-0.722207	-0.426566
0.179369	-0.941612	0.284946
-0.053614	0.098019	-0.993739
-0.539265	0.169297	-0.824944
0.858617	0.226418	-0.459904
-0.817952	0.496161	-0.291168
0.0483229	-0.101353	0.993676
-0.0677541	-0.557536	-0.827383
-0.61945	0.568147	0.541748
0.513841	-0.697149	0.499951
